Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo.1
k4419,199.0,8933.0,281.0,8933.0
k2221,179.0,10867.0,335.0,10867.0
k3938,258.0,8299.0,259.0,8299.0
k2345,219.0,90.0,3.0,90.0
k4591,119.0,10301.0,314.0,10301.0
k1818,159.0,9896.0,304.0,9896.0
k6315,179.0,1323.0,42.0,1323.0
k6269,199.0,5116.0,155.0,5116.0
k6264,378.0,1488.0,44.0,1488.0
k142,477.0,5619.0,167.0,5619.0
k7391,99.0,9058.0,285.0,9058.0
k897,99.0,9651.0,297.0,9651.0
k3357,258.0,3823.0,122.0,3823.0
k2823,219.0,4644.0,143.0,4644.0
k6674,357.0,1986.0,62.0,1986.0
k4213,615.0,4149.0,133.0,4149.0
k623,80.0,6863.0,206.0,6863.0
k2870,139.0,9485.0,293.0,9485.0
k7606,398.0,3416.0,104.0,3416.0
k2619,219.0,8018.0,249.0,8018.0
k1717,319.0,2701.0,81.0,2701.0
k3824,379.0,2309.0,73.0,2309.0
k7491,159.0,92.0,3.0,92.0
k5597,139.0,9921.0,305.0,9921.0
k855,338.0,1025.0,31.0,1025.0
k4184,99.0,6542.0,194.0,6542.0
k3456,199.0,3596.0,111.0,3596.0
k6730,119.0,8042.0,250.0,8042.0
k150,239.0,3572.0,110.0,3572.0
k1973,159.0,7899.0,244.0,7899.0
k3642,180.0,8663.0,275.0,8663.0
k7042,120.0,2934.0,89.0,2934.0
k2599,338.0,5930.0,176.0,5930.0
k6180,319.0,3121.0,95.0,3121.0
k6688,219.0,1232.0,38.0,1232.0
k7118,179.0,4695.0,145.0,4695.0
k544,179.0,3911.0,125.0,3911.0
k2038,199.0,10078.0,308.0,10078.0
k2350,119.0,10790.0,332.0,10790.0
k5414,99.0,1800.0,57.0,1800.0
k149,179.0,7196.0,220.0,7196.0
k2519,179.0,4302.0,135.0,4302.0
k5670,139.0,9369.0,290.0,9369.0
k5427,239.0,2344.0,74.0,2344.0
k551,179.0,748.0,22.0,748.0
k2790,179.0,561.0,18.0,561.0
k67,238.0,5258.0,159.0,5258.0
k3766,199.0,9438.0,292.0,9438.0
k7234,179.0,4868.0,149.0,4868.0
k1199,119.0,6491.0,192.0,6491.0
k1127,219.0,4742.0,146.0,4742.0
k1858,80.0,754.0,22.0,754.0
k943,219.0,169.0,5.0,169.0
k4034,319.0,2795.0,85.0,2795.0
k3467,139.0,8134.0,254.0,8134.0
k2588,159.0,7496.0,229.0,7496.0
k4611,179.0,3852.0,123.0,3852.0
k1984,199.0,9954.0,306.0,9954.0
k7433,159.0,8381.0,263.0,8381.0
k6540,179.0,400.0,12.0,400.0
k5145,99.0,9324.0,289.0,9324.0
k3188,219.0,2427.0,76.0,2427.0
k5395,139.0,5427.0,163.0,5427.0
k4414,119.0,3857.0,124.0,3857.0
k575,238.0,8867.0,280.0,8867.0
k5789,358.0,1963.0,61.0,1963.0
k262,139.0,2191.0,70.0,2191.0
k2127,298.0,3289.0,100.0,3289.0
k1428,339.0,2472.0,77.0,2472.0
k1032,99.0,3614.0,112.0,3614.0
k2779,258.0,3455.0,106.0,3455.0
k6308,239.0,10801.0,333.0,10801.0
k6402,598.0,2715.0,82.0,2715.0
k4099,99.0,9488.0,293.0,9488.0
k4908,139.0,6094.0,180.0,6094.0
k4385,99.0,8076.0,251.0,8076.0
k4355,219.0,4305.0,135.0,4305.0
k2284,537.0,5023.0,153.0,5023.0
k850,179.0,2880.0,87.0,2880.0
k732,439.0,2443.0,77.0,2443.0
k341,159.0,393.0,12.0,393.0
k3139,179.0,5910.0,176.0,5910.0
k3853,259.0,3655.0,114.0,3655.0
k5988,318.0,10279.0,313.0,10279.0
k4291,199.0,1554.0,47.0,1554.0
k85,99.0,10229.0,311.0,10229.0
k1912,239.0,1504.0,45.0,1504.0
k5800,99.0,6910.0,209.0,6910.0
k7078,80.0,1455.0,44.0,1455.0
k7580,298.0,6989.0,212.0,6989.0
k3792,318.0,4143.0,133.0,4143.0
k1812,199.0,4416.0,136.0,4416.0
k5662,219.0,8268.0,258.0,8268.0
k6950,339.0,2797.0,85.0,2797.0
k4189,119.0,549.0,17.0,549.0
k5962,179.0,6216.0,183.0,6216.0
k6562,159.0,3136.0,96.0,3136.0
k1730,80.0,8994.0,283.0,8994.0
k2611,139.0,6469.0,191.0,6469.0
k1539,80.0,9334.0,289.0,9334.0
k5815,179.0,349.0,11.0,349.0
k5884,179.0,4303.0,135.0,4303.0
k3802,159.0,6606.0,196.0,6606.0
k3616,139.0,1538.0,46.0,1538.0
k5430,100.0,7194.0,220.0,7194.0
k5133,139.0,1944.0,61.0,1944.0
k83,179.0,1562.0,47.0,1562.0
k5423,80.0,608.0,19.0,608.0
k5798,179.0,3685.0,115.0,3685.0
k2114,258.0,4693.0,145.0,4693.0
k3243,219.0,7549.0,230.0,7549.0
k4698,159.0,9720.0,299.0,9720.0
k57,218.0,811.0,24.0,811.0
k6764,279.0,3053.0,93.0,3053.0
k2241,80.0,10024.0,306.0,10024.0
k4152,159.0,9250.0,289.0,9250.0
k2852,100.0,9595.0,296.0,9595.0
k6438,80.0,5539.0,165.0,5539.0
k2170,119.0,3510.0,108.0,3510.0
k753,80.0,6815.0,204.0,6815.0
k7598,119.0,8380.0,263.0,8380.0
k1140,239.0,4125.0,132.0,4125.0
k7575,199.0,6453.0,191.0,6453.0
k1551,238.0,457.0,14.0,457.0
k5655,278.0,3376.0,103.0,3376.0
k7410,20.0,2465.0,77.0,2465.0
k5533,219.0,1491.0,44.0,1491.0
k4820,179.0,1628.0,50.0,1628.0
k5450,119.0,1568.0,47.0,1568.0
k603,139.0,607.0,19.0,607.0
k6746,99.0,6075.0,179.0,6075.0
k3080,179.0,61.0,2.0,61.0
k718,80.0,9264.0,289.0,9264.0
k6607,179.0,3355.0,102.0,3355.0
k5000,278.0,3462.0,106.0,3462.0
k4853,199.0,4282.0,135.0,4282.0
k2205,159.0,9335.0,289.0,9335.0
k3073,139.0,519.0,15.0,519.0
k3670,99.0,9277.0,289.0,9277.0
k1762,80.0,1055.0,31.0,1055.0
k7085,139.0,9769.0,301.0,9769.0
k4121,239.0,3068.0,93.0,3068.0
k3288,179.0,10586.0,324.0,10586.0
k681,199.0,9351.0,290.0,9351.0
k3524,20.0,2827.0,86.0,2827.0
k470,199.0,1461.0,44.0,1461.0
k818,139.0,610.0,19.0,610.0
k3,139.0,5033.0,153.0,5033.0
k5777,80.0,257.0,7.0,257.0
k3903,258.0,1380.0,43.0,1380.0
k2273,258.0,1108.0,33.0,1108.0
k4071,199.0,7852.0,242.0,7852.0
k4575,159.0,6135.0,181.0,6135.0
k1569,179.0,4700.0,145.0,4700.0
k6501,99.0,9229.0,289.0,9229.0
k1963,179.0,709.0,22.0,709.0
k3955,219.0,4198.0,134.0,4198.0
k3485,119.0,637.0,21.0,637.0
k5907,179.0,7198.0,220.0,7198.0
k513,99.0,688.0,22.0,688.0
k4486,179.0,7398.0,226.0,7398.0
k2682,259.0,7546.0,230.0,7546.0
k1916,139.0,10618.0,326.0,10618.0
k1169,139.0,1816.0,57.0,1816.0
k6992,199.0,5732.0,169.0,5732.0
k1053,219.0,7652.0,236.0,7652.0
k2875,357.0,7045.0,214.0,7045.0
k6788,139.0,1876.0,58.0,1876.0
k466,139.0,10818.0,333.0,10818.0
k7458,80.0,3451.0,106.0,3451.0
k6204,239.0,2760.0,84.0,2760.0
k3037,298.0,10514.0,321.0,10514.0
k3131,159.0,4964.0,151.0,4964.0
k4097,99.0,9639.0,297.0,9639.0
k3178,358.0,8051.0,250.0,8051.0
k354,100.0,7797.0,240.0,7797.0
k2824,219.0,4809.0,148.0,4809.0
k7300,179.0,867.0,26.0,867.0
k5718,378.0,1444.0,44.0,1444.0
k4840,139.0,2185.0,70.0,2185.0
k6850,379.0,2325.0,73.0,2325.0
k3093,219.0,5914.0,176.0,5914.0
k5679,159.0,1229.0,38.0,1229.0
k1573,99.0,665.0,21.0,665.0
k4541,258.0,5290.0,159.0,5290.0
k5043,199.0,1373.0,43.0,1373.0
k293,278.0,372.0,11.0,372.0
k2833,338.0,8432.0,265.0,8432.0
k3191,199.0,5995.0,178.0,5995.0
k5875,419.0,3098.0,94.0,3098.0
k7092,180.0,6527.0,194.0,6527.0
k5504,99.0,9325.0,289.0,9325.0
k6620,139.0,7656.0,236.0,7656.0
k6824,139.0,6539.0,194.0,6539.0
k6565,219.0,5131.0,155.0,5131.0
k2426,99.0,6915.0,209.0,6915.0
k4824,299.0,2253.0,72.0,2253.0
k3447,278.0,4233.0,134.0,4233.0
k7545,139.0,6175.0,182.0,6175.0
k4085,497.0,6552.0,194.0,6552.0
k2024,99.0,2102.0,66.0,2102.0
k4503,298.0,10543.0,321.0,10543.0
k1741,179.0,10019.0,306.0,10019.0
k6827,139.0,8515.0,269.0,8515.0
k3011,218.0,1245.0,39.0,1245.0
k6086,99.0,6667.0,198.0,6667.0
k3968,239.0,3860.0,124.0,3860.0
k7569,179.0,7966.0,248.0,7966.0
k6285,298.0,9450.0,293.0,9450.0
k2676,99.0,8447.0,266.0,8447.0
k3663,139.0,4253.0,134.0,4253.0
k2632,199.0,2186.0,70.0,2186.0
k6842,278.0,3298.0,100.0,3298.0
k1390,437.0,267.0,8.0,267.0
k218,219.0,7547.0,230.0,7547.0
k3249,179.0,4800.0,148.0,4800.0
k6069,258.0,6413.0,189.0,6413.0
k4483,199.0,4285.0,135.0,4285.0
k1651,318.0,5501.0,165.0,5501.0
k3138,278.0,8178.0,255.0,8178.0
k111,179.0,7167.0,219.0,7167.0
k6818,298.0,618.0,20.0,618.0
k1401,179.0,8801.0,278.0,8801.0
k644,139.0,8153.0,255.0,8153.0
k1098,318.0,9502.0,293.0,9502.0
k1993,219.0,2509.0,78.0,2509.0
k4772,179.0,3383.0,103.0,3383.0
k3314,199.0,4913.0,150.0,4913.0
k2856,99.0,10270.0,312.0,10270.0
k1508,20.0,2293.0,73.0,2293.0
k5758,179.0,2901.0,88.0,2901.0
k983,99.0,6703.0,200.0,6703.0
k486,259.0,449.0,14.0,449.0
k6645,179.0,5435.0,163.0,5435.0
k2549,139.0,645.0,21.0,645.0
k809,139.0,4204.0,134.0,4204.0
k468,100.0,10870.0,335.0,10870.0
k4880,179.0,1410.0,43.0,1410.0
k5845,139.0,10889.0,336.0,10889.0
k1224,119.0,6665.0,198.0,6665.0
k3118,139.0,4825.0,148.0,4825.0
k4484,99.0,5478.0,164.0,5478.0
k4774,119.0,7129.0,217.0,7129.0
k3998,338.0,1402.0,43.0,1402.0
k682,179.0,8797.0,278.0,8797.0
k3125,179.0,7625.0,235.0,7625.0
k7002,159.0,1619.0,49.0,1619.0
k2449,179.0,6220.0,183.0,6220.0
k2270,219.0,1132.0,34.0,1132.0
k5822,278.0,4049.0,130.0,4049.0
k4383,159.0,7674.0,236.0,7674.0
k357,199.0,2187.0,70.0,2187.0
k3105,278.0,7673.0,236.0,7673.0
k3621,80.0,6717.0,200.0,6717.0
k2366,139.0,6157.0,181.0,6157.0
k4529,139.0,9716.0,299.0,9716.0
k3150,258.0,8736.0,277.0,8736.0
k5304,120.0,2462.0,77.0,2462.0
k6138,298.0,9454.0,293.0,9454.0
k5584,99.0,1098.0,33.0,1098.0
k687,258.0,755.0,22.0,755.0
k3773,199.0,1273.0,41.0,1273.0
k4872,219.0,2921.0,89.0,2921.0
k5931,219.0,3236.0,98.0,3236.0
k1622,80.0,7034.0,213.0,7034.0
k4932,159.0,968.0,30.0,968.0
k1024,219.0,2685.0,81.0,2685.0
k5819,140.0,3237.0,98.0,3237.0
k6484,239.0,2404.0,76.0,2404.0
k866,80.0,9205.0,288.0,9205.0
k2147,299.0,2743.0,83.0,2743.0
k4671,437.0,3357.0,102.0,3357.0
k6217,80.0,9310.0,289.0,9310.0
k500,239.0,7401.0,226.0,7401.0
k1157,179.0,3850.0,123.0,3850.0
k5274,159.0,1698.0,52.0,1698.0
k5114,179.0,1111.0,33.0,1111.0
k6079,99.0,9408.0,291.0,9408.0
k1749,99.0,8228.0,256.0,8228.0
k852,159.0,4409.0,136.0,4409.0
k2323,139.0,3719.0,117.0,3719.0
k1194,219.0,1631.0,50.0,1631.0
k2688,199.0,1459.0,44.0,1459.0
k6464,119.0,9175.0,287.0,9175.0
k541,318.0,494.0,15.0,494.0
k7576,139.0,10199.0,310.0,10199.0
k6108,199.0,4916.0,150.0,4916.0
k2176,80.0,6229.0,183.0,6229.0
k2327,199.0,3903.0,125.0,3903.0
k1245,99.0,9319.0,289.0,9319.0
k4132,139.0,10208.0,311.0,10208.0
k5286,199.0,7926.0,246.0,7926.0
k667,318.0,5931.0,176.0,5931.0
k2079,100.0,5086.0,154.0,5086.0
k878,219.0,8023.0,249.0,8023.0
k5396,119.0,3516.0,108.0,3516.0
k353,298.0,4362.0,136.0,4362.0
k4967,99.0,777.0,23.0,777.0
k4823,219.0,52.0,2.0,52.0
k3255,278.0,57.0,2.0,57.0
k3697,278.0,8174.0,255.0,8174.0
k7031,119.0,1013.0,31.0,1013.0
k2476,219.0,5675.0,168.0,5675.0
k7430,239.0,27.0,1.0,27.0
k184,99.0,1725.0,54.0,1725.0
k4324,179.0,3784.0,121.0,3784.0
k1816,338.0,3730.0,117.0,3730.0
k1301,219.0,3587.0,111.0,3587.0
k2336,159.0,7946.0,246.0,7946.0
k1343,298.0,3319.0,101.0,3319.0
k2780,139.0,4653.0,144.0,4653.0
k658,199.0,7079.0,215.0,7079.0
k6693,139.0,7316.0,224.0,7316.0
k4403,338.0,744.0,22.0,744.0
k3733,100.0,9826.0,303.0,9826.0
k591,954.0,1195.0,37.0,1195.0
k2560,179.0,5029.0,153.0,5029.0
k1179,159.0,3392.0,103.0,3392.0
k4119,238.0,7163.0,219.0,7163.0
k833,199.0,4068.0,130.0,4068.0
k247,239.0,7109.0,216.0,7109.0
k6293,219.0,8467.0,267.0,8467.0
k1612,139.0,7137.0,217.0,7137.0
k2364,159.0,6786.0,203.0,6786.0
k3862,179.0,10456.0,319.0,10456.0
k621,100.0,6280.0,185.0,6280.0
k3668,179.0,3882.0,125.0,3882.0
k2528,298.0,3263.0,99.0,3263.0
k5197,139.0,5861.0,174.0,5861.0
k2026,139.0,4965.0,151.0,4965.0
k610,258.0,4052.0,130.0,4052.0
k6463,259.0,2960.0,91.0,2960.0
k5413,279.0,3061.0,93.0,3061.0
k981,159.0,9786.0,301.0,9786.0
k2551,179.0,4343.0,135.0,4343.0
k1594,318.0,1469.0,44.0,1469.0
k4328,99.0,8545.0,270.0,8545.0
k6546,258.0,10557.0,323.0,10557.0
k2298,179.0,749.0,22.0,749.0
k2290,238.0,3642.0,113.0,3642.0
k1959,258.0,8454.0,266.0,8454.0
k294,139.0,8998.0,283.0,8998.0
k3571,259.0,7153.0,219.0,7153.0
k5971,99.0,7113.0,216.0,7113.0
k7518,119.0,126.0,4.0,126.0
k3278,299.0,9086.0,285.0,9086.0
k1975,80.0,10093.0,308.0,10093.0
k2750,99.0,10059.0,307.0,10059.0
k7413,179.0,4365.0,136.0,4365.0
k5795,179.0,2318.0,73.0,2318.0
k7310,219.0,2588.0,78.0,2588.0
k3475,398.0,651.0,21.0,651.0
k4514,119.0,5687.0,168.0,5687.0
k5431,139.0,8714.0,276.0,8714.0
k1703,239.0,4902.0,150.0,4902.0
k7109,219.0,10391.0,317.0,10391.0
k5194,179.0,179.0,5.0,179.0
k4315,139.0,534.0,17.0,534.0
k6611,80.0,9253.0,289.0,9253.0
k2802,139.0,593.0,19.0,593.0
k6342,139.0,969.0,30.0,969.0
k5904,119.0,584.0,18.0,584.0
k2867,80.0,4769.0,147.0,4769.0
k6005,179.0,8559.0,271.0,8559.0
k2540,159.0,2093.0,66.0,2093.0
k3652,80.0,6342.0,187.0,6342.0
k4754,179.0,10559.0,323.0,10559.0
k3079,119.0,654.0,21.0,654.0
k4576,258.0,10546.0,321.0,10546.0
k309,278.0,7505.0,229.0,7505.0
k6311,139.0,10175.0,310.0,10175.0
k1580,80.0,3258.0,99.0,3258.0
k7343,99.0,1526.0,46.0,1526.0
k625,279.0,3235.0,98.0,3235.0
k7550,99.0,1898.0,59.0,1898.0
k7303,119.0,7081.0,215.0,7081.0
k330,239.0,1652.0,51.0,1652.0
k1538,179.0,1194.0,37.0,1194.0
k1962,239.0,59.0,2.0,59.0
k2031,199.0,5122.0,155.0,5122.0
k5302,159.0,3479.0,107.0,3479.0
k3385,80.0,9063.0,285.0,9063.0
k2091,179.0,10916.0,336.0,10916.0
k3551,159.0,2250.0,72.0,2250.0
k7369,199.0,7082.0,215.0,7082.0
k3595,457.0,4806.0,148.0,4806.0
k4999,179.0,990.0,30.0,990.0
k4965,139.0,10065.0,307.0,10065.0
k5972,219.0,3064.0,93.0,3064.0
k6660,279.0,3122.0,95.0,3122.0
k1771,278.0,3835.0,123.0,3835.0
k6130,139.0,6950.0,210.0,6950.0
k3771,219.0,7365.0,225.0,7365.0
k6022,258.0,4762.0,147.0,4762.0
k4060,80.0,1732.0,54.0,1732.0
k1711,99.0,805.0,24.0,805.0
k654,159.0,5412.0,163.0,5412.0
k258,199.0,6995.0,212.0,6995.0
k974,139.0,10343.0,315.0,10343.0
k3106,378.0,2584.0,78.0,2584.0
k4242,358.0,499.0,15.0,499.0
k5265,239.0,156.0,5.0,156.0
k4975,219.0,2459.0,77.0,2459.0
k4596,338.0,176.0,5.0,176.0
k3846,219.0,3109.0,94.0,3109.0
k7256,99.0,9370.0,290.0,9370.0
k634,199.0,4232.0,134.0,4232.0
k7514,278.0,1010.0,31.0,1010.0
k3695,179.0,10822.0,333.0,10822.0
k548,119.0,9836.0,303.0,9836.0
k3469,119.0,7225.0,221.0,7225.0
k6228,99.0,3356.0,102.0,3356.0
k5690,99.0,7143.0,217.0,7143.0
k171,298.0,4484.0,138.0,4484.0
k880,319.0,1162.0,35.0,1162.0
k5915,536.0,7864.0,242.0,7864.0
k5505,80.0,3351.0,102.0,3351.0
k5473,139.0,7525.0,229.0,7525.0
k1971,179.0,4058.0,130.0,4058.0
k108,279.0,2301.0,73.0,2301.0
k6187,179.0,986.0,30.0,986.0
k7277,258.0,10888.0,336.0,10888.0
k950,99.0,6459.0,191.0,6459.0
k6168,239.0,6064.0,179.0,6064.0
k6742,139.0,5634.0,167.0,5634.0
k3608,80.0,9071.0,285.0,9071.0
k4941,199.0,5775.0,171.0,5775.0
k7330,139.0,538.0,17.0,538.0
k4038,139.0,7757.0,239.0,7757.0
k1831,199.0,6744.0,202.0,6744.0
k362,119.0,10782.0,332.0,10782.0
k5316,120.0,3093.0,94.0,3093.0
k1052,259.0,1454.0,44.0,1454.0
k3022,99.0,10800.0,333.0,10800.0
k228,120.0,3140.0,96.0,3140.0
k2799,219.0,10704.0,329.0,10704.0
k347,99.0,6402.0,189.0,6402.0
k2978,180.0,3665.0,114.0,3665.0
k5860,119.0,9717.0,299.0,9717.0
k2232,139.0,4865.0,149.0,4865.0
k831,139.0,7337.0,225.0,7337.0
k3200,159.0,3640.0,113.0,3640.0
k3794,119.0,9719.0,299.0,9719.0
k1545,238.0,10368.0,316.0,10368.0
k1970,159.0,215.0,6.0,215.0
k5159,119.0,4885.0,149.0,4885.0
k711,179.0,8233.0,256.0,8233.0
k9,258.0,489.0,15.0,489.0
k1671,199.0,4119.0,132.0,4119.0
k7318,80.0,6945.0,210.0,6945.0
k2874,100.0,2435.0,76.0,2435.0
k40,139.0,4681.0,144.0,4681.0
k7477,397.0,289.0,9.0,289.0
k5045,179.0,10703.0,329.0,10703.0
k2596,258.0,926.0,28.0,926.0
k2484,139.0,10496.0,321.0,10496.0
k7590,119.0,10355.0,316.0,10355.0
k6834,139.0,8544.0,270.0,8544.0
k4844,199.0,10835.0,334.0,10835.0
k1682,199.0,2739.0,83.0,2739.0
k2186,119.0,6718.0,200.0,6718.0
k5586,80.0,3062.0,93.0,3062.0
k326,358.0,4957.0,151.0,4957.0
k5422,99.0,803.0,24.0,803.0
k5168,219.0,4686.0,144.0,4686.0
k2814,318.0,3800.0,122.0,3800.0
k1337,477.0,3703.0,116.0,3703.0
k1724,199.0,763.0,23.0,763.0
k336,99.0,7553.0,231.0,7553.0
k400,198.0,1563.0,47.0,1563.0
k6417,139.0,9952.0,306.0,9952.0
k3437,199.0,2643.0,79.0,2643.0
k2944,139.0,28.0,1.0,28.0
k4574,119.0,6937.0,210.0,6937.0
k4802,139.0,9643.0,297.0,9643.0
k6222,159.0,1768.0,55.0,1768.0
k157,239.0,927.0,28.0,927.0
k6441,219.0,3067.0,93.0,3067.0
k1792,139.0,4113.0,132.0,4113.0
k3321,119.0,571.0,18.0,571.0
k4444,359.0,3009.0,92.0,3009.0
k313,239.0,4120.0,132.0,4120.0
k7121,278.0,5566.0,166.0,5566.0
k4094,139.0,9688.0,298.0,9688.0
k6018,139.0,9002.0,283.0,9002.0
k780,179.0,9127.0,286.0,9127.0
k6857,139.0,3081.0,93.0,3081.0
k3261,239.0,2406.0,76.0,2406.0
k2534,99.0,10624.0,326.0,10624.0
k2283,99.0,10497.0,321.0,10497.0
k4173,278.0,1782.0,56.0,1782.0
k1217,99.0,7103.0,216.0,7103.0
k6345,259.0,2710.0,82.0,2710.0
k3826,179.0,6533.0,194.0,6533.0
k2608,80.0,6993.0,212.0,6993.0
k3217,80.0,910.0,28.0,910.0
k3312,219.0,8930.0,281.0,8930.0
k2445,438.0,4224.0,134.0,4224.0
k7276,159.0,4047.0,130.0,4047.0
k6288,337.0,1947.0,61.0,1947.0
k2768,159.0,7954.0,247.0,7954.0
k6570,379.0,2272.0,73.0,2272.0
k6529,139.0,1971.0,61.0,1971.0
k5734,139.0,9276.0,289.0,9276.0
k6155,119.0,9145.0,287.0,9145.0
k2652,597.0,3311.0,100.0,3311.0
k6585,80.0,3463.0,106.0,3463.0
k7196,239.0,1321.0,42.0,1321.0
k5257,159.0,5897.0,175.0,5897.0
k5872,219.0,4577.0,142.0,4577.0
k1786,559.0,2389.0,75.0,2389.0
k812,179.0,879.0,27.0,879.0
k6690,119.0,3461.0,106.0,3461.0
k3737,159.0,9737.0,300.0,9737.0
k6971,179.0,6052.0,179.0,6052.0
k5760,119.0,10914.0,336.0,10914.0
k1498,318.0,5382.0,162.0,5382.0
k7217,339.0,2556.0,78.0,2556.0
k4199,298.0,8468.0,267.0,8468.0
k3209,379.0,2728.0,83.0,2728.0
k6722,100.0,3515.0,108.0,3515.0
k6184,139.0,7108.0,216.0,7108.0
k666,179.0,1857.0,58.0,1857.0
k5111,139.0,1729.0,54.0,1729.0
k4706,239.0,10802.0,333.0,10802.0
k5741,119.0,1700.0,52.0,1700.0
k3211,99.0,9466.0,293.0,9466.0
k6639,99.0,1814.0,57.0,1814.0
k2388,179.0,9390.0,291.0,9390.0
k3601,318.0,4589.0,142.0,4589.0
k1878,159.0,3819.0,122.0,3819.0
k345,139.0,6272.0,185.0,6272.0
k5169,179.0,10099.0,308.0,10099.0
k678,119.0,3595.0,111.0,3595.0
k6097,179.0,2614.0,78.0,2614.0
k6508,318.0,4641.0,143.0,4641.0
k1638,278.0,4341.0,135.0,4341.0
k689,258.0,4652.0,144.0,4652.0
k3693,179.0,1158.0,35.0,1158.0
k6712,219.0,3035.0,93.0,3035.0
k3051,199.0,9004.0,283.0,9004.0
k4970,140.0,2456.0,77.0,2456.0
k1099,20.0,2341.0,74.0,2341.0
k1781,239.0,7020.0,213.0,7020.0
k6864,298.0,4422.0,136.0,4422.0
k4513,238.0,853.0,25.0,853.0
k6733,99.0,10885.0,336.0,10885.0
k4622,80.0,9262.0,289.0,9262.0
k5310,139.0,6943.0,210.0,6943.0
k1033,99.0,1804.0,57.0,1804.0
k5754,139.0,9353.0,290.0,9353.0
k1736,179.0,2694.0,81.0,2694.0
k3414,99.0,776.0,23.0,776.0
k2510,139.0,4509.0,139.0,4509.0
k2557,199.0,5679.0,168.0,5679.0
k2056,198.0,4731.0,146.0,4731.0
k3816,179.0,2862.0,87.0,2862.0
k596,159.0,959.0,30.0,959.0
k4033,239.0,8177.0,255.0,8177.0
k4795,80.0,9116.0,286.0,9116.0
k3173,218.0,10135.0,309.0,10135.0
k5824,80.0,10018.0,306.0,10018.0
k1106,159.0,5617.0,167.0,5617.0
k2930,259.0,2466.0,77.0,2466.0
k6373,179.0,2598.0,78.0,2598.0
k7293,278.0,7288.0,223.0,7288.0
k1004,159.0,3957.0,127.0,3957.0
k2845,159.0,1968.0,61.0,1968.0
k5115,99.0,7228.0,221.0,7228.0
k6322,139.0,6295.0,185.0,6295.0
k1276,199.0,1591.0,48.0,1591.0
k5047,358.0,1060.0,32.0,1060.0
k6673,219.0,833.0,25.0,833.0
k2233,219.0,4797.0,148.0,4797.0
k553,99.0,3320.0,101.0,3320.0
k874,298.0,6051.0,179.0,6051.0
k4487,119.0,5479.0,164.0,5479.0
k5790,278.0,8183.0,255.0,8183.0
k1917,179.0,2846.0,86.0,2846.0
k4771,99.0,8926.0,281.0,8926.0
k2054,99.0,5082.0,154.0,5082.0
k3623,357.0,5407.0,163.0,5407.0
k6953,99.0,10815.0,333.0,10815.0
k2955,199.0,1779.0,56.0,1779.0
k6480,239.0,2757.0,84.0,2757.0
k2894,238.0,3560.0,110.0,3560.0
k2248,99.0,7576.0,231.0,7576.0
k6384,179.0,7745.0,239.0,7745.0
k4341,239.0,8234.0,256.0,8234.0
k2707,339.0,2554.0,78.0,2554.0
k924,139.0,1250.0,39.0,1250.0
k3090,179.0,7110.0,216.0,7110.0
k608,159.0,5538.0,165.0,5538.0
k3823,199.0,10448.0,319.0,10448.0
k278,99.0,3637.0,113.0,3637.0
k3372,99.0,7741.0,239.0,7741.0
k2339,99.0,8236.0,256.0,8236.0
k4134,139.0,497.0,15.0,497.0
k2701,518.0,2511.0,78.0,2511.0
k4074,80.0,5800.0,171.0,5800.0
k1618,139.0,2084.0,66.0,2084.0
k2645,179.0,10356.0,316.0,10356.0
k2142,179.0,10100.0,308.0,10100.0
k6013,139.0,5569.0,166.0,5569.0
k5001,199.0,3073.0,93.0,3073.0
k6116,139.0,7189.0,220.0,7189.0
k1449,80.0,1913.0,60.0,1913.0
k708,160.0,10479.0,320.0,10479.0
k6394,219.0,3177.0,97.0,3177.0
k4288,99.0,10225.0,311.0,10225.0
k6448,298.0,9511.0,293.0,9511.0
k543,339.0,2626.0,79.0,2626.0
k2518,199.0,2183.0,70.0,2183.0
k577,258.0,1696.0,52.0,1696.0
k4416,199.0,4315.0,135.0,4315.0
k6237,80.0,10023.0,306.0,10023.0
k3038,179.0,8996.0,283.0,8996.0
k1368,298.0,4508.0,139.0,4508.0
k1737,179.0,8047.0,250.0,8047.0
k1083,198.0,4638.0,143.0,4638.0
k1317,417.0,1075.0,33.0,1075.0
k4564,199.0,3691.0,115.0,3691.0
k698,139.0,4680.0,144.0,4680.0
k1502,20.0,2339.0,74.0,2339.0
k1999,179.0,635.0,21.0,635.0
k1175,239.0,8518.0,269.0,8518.0
k25,80.0,6701.0,200.0,6701.0
k6662,238.0,1690.0,52.0,1690.0
k2370,139.0,4007.0,129.0,4007.0
k3417,119.0,9049.0,284.0,9049.0
k1487,139.0,6035.0,178.0,6035.0
k5127,278.0,8546.0,270.0,8546.0
k768,99.0,9279.0,289.0,9279.0
k3732,159.0,5913.0,176.0,5913.0
k4679,159.0,2589.0,78.0,2589.0
k1543,99.0,1817.0,57.0,1817.0
k7466,139.0,396.0,12.0,396.0
k4753,80.0,9201.0,288.0,9201.0
k4235,518.0,2623.0,78.0,2623.0
k1769,119.0,924.0,28.0,924.0
k4767,278.0,4732.0,146.0,4732.0
k7288,99.0,9136.0,287.0,9136.0
k7029,239.0,2847.0,86.0,2847.0
k4423,119.0,3268.0,99.0,3268.0
k6537,119.0,667.0,21.0,667.0
